"","Screen_bg","consentkey.keys","consentkey.rt","beginexp.keys","beginexp.rt","checkresp.keys","checkresp.corr","checkresp.rt","Attention.thisRepN","Attention.thisTrialN","Attention.thisN","Attention.thisIndex","Attention.ran","Question","Solution","participant","PROLIFIC_PID","Age","Gender","Handedness","Native.Language","date","expName","psychopyVersion","OS","frameRate","id","session","researcher","browser","xResolution","yResolution","gotoPrac.keys","gotoPrac.rt","InstRep.thisRepN","InstRep.thisTrialN","InstRep.thisN","InstRep.thisIndex","InstRep.ran","Prac_start.keys","Prac_start.rt","PreTargetDisplayTime","preResp.keys","preResp.corr","Target","ResponseKey_p.keys","ResponseKey_p.corr","ResponseKey_p.rt","prctrials.thisRepN","prctrials.thisTrialN","prctrials.thisN","prctrials.thisIndex","prctrials.ran","Block","Distractor1","Distractor2","Condition","Validity","CorrectAnswer","PositionT","PositionD","Saliency","WordPair","pracend.keys","pracend.rt","PracRepeat.thisRepN","PracRepeat.thisTrialN","PracRepeat.thisN","PracRepeat.thisIndex","PracRepeat.ran","ResponseKey.keys","ResponseKey.corr","ResponseKey.rt","firstlearntrials.thisRepN","firstlearntrials.thisTrialN","firstlearntrials.thisN","firstlearntrials.thisIndex","firstlearntrials.ran","brkcontinue.keys","Exptrials.thisRepN","Exptrials.thisTrialN","Exptrials.thisN","Exptrials.thisIndex","Exptrials.ran","brkcontinue.rt","afterpause.keys","afterpause.rt","blocks.thisRepN","blocks.thisTrialN","blocks.thisN","blocks.thisIndex","blocks.ran","CAproceed.keys","CAproceed.rt","CA_RespKey.keys","CA_RespKey.corr","CA_RespKey.rt","ContAwareness.thisRepN","ContAwareness.thisTrialN","ContAwareness.thisN","ContAwareness.thisIndex","ContAwareness.ran","AwarenessResp.keys","AwarenessResp.rt","Questionnaire.thisRepN","Questionnaire.thisTrialN","Questionnaire.thisN","Questionnaire.thisIndex","Questionnaire.ran","AwareQ","Performance","ContingencyChkScore","todebrief.keys","todebrief.rt","ExpExit.keys","ExpExit.rt","preResp.rt"
"1524","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","valid","l","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.4511400000044432]",NA,NA,NA,NA,NA,"",0,206,206,106,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1525","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"6","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","bottom","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5345649999942452]",NA,NA,NA,NA,NA,"",0,207,207,108,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1526","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4627000000036787]",NA,NA,NA,NA,NA,"",0,208,208,196,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1527","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5512000000014723]",NA,NA,NA,NA,NA,"",0,209,209,128,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1528","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5374250000024858]",NA,NA,NA,NA,NA,"",0,210,210,3,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1529","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","top","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.3692849999933969]",NA,NA,NA,NA,NA,"",0,211,211,113,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1530","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"5","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5331699999949251]",NA,NA,NA,NA,NA,"",0,212,212,214,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1531","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","invalid","a","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.45560999998974694]",NA,NA,NA,NA,NA,"",0,213,213,66,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1532","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Stein","learn","valid","a","top","bottom","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4714749999984633]",NA,NA,NA,NA,NA,"",0,214,214,27,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1533","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.48237499999186184]",NA,NA,NA,NA,NA,"",0,215,215,198,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1534","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"2","",NA,"",NA,NA,NA,NA,NA,"Experiment","Tisch","Tisch","test","invalid","l","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5177499999990687]",NA,NA,NA,NA,NA,"",0,216,216,219,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1535","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Stein","test","invalid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""l""]",1,"[0.5705299999976887]",NA,NA,NA,NA,NA,"",0,217,217,205,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1536","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.45,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4818349999984548]",NA,NA,NA,NA,NA,"",0,218,218,200,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1537","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"9","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Markt","test","invalid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.44016500000770975]",NA,NA,NA,NA,NA,"",0,219,219,202,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1538","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Stein","Tisch","learn","valid","a","bottom","top","Stein",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.5393000000040047]",NA,NA,NA,NA,NA,"",0,220,220,77,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1539","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"7","",NA,"",NA,NA,NA,NA,NA,"Experiment","Markt","Kreis","learn","invalid","a","top","bottom","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.39827999999397434]",NA,NA,NA,NA,NA,"",0,221,221,138,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1540","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"4","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Markt","learn","valid","l","top","top","Kreis",3,"",NA,NA,NA,NA,NA,NA,"[""a"",""l""]",0,"[0.44869999999377796,0.7355950000060147]",NA,NA,NA,NA,NA,"",0,222,222,0,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1541","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"3","",NA,"",NA,NA,NA,NA,NA,"Experiment","Kreis","Kreis","test","invalid","a","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"[""a""]",1,"[0.4656300000062856]",NA,NA,NA,NA,NA,"",0,223,223,204,1,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1542","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"space",3.213705,1,0,1,0,1,"",NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1543","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Markt","Markt","ContChkTest","valid","l","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"space",33.87012,"[""l""]",1,"[0.6744650000039201]",0,0,0,6,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1544","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Markt","Markt","ContChkTest","valid","l","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"[""l""]",1,"[0.5643850000046768]",0,1,1,2,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1545","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Kreis","Kreis","ContChkTest","valid","l","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"[""l""]",1,"[0.5637449999921955]",0,2,2,4,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1546","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Tisch","Tisch","ContChkTest","valid","a","bottom","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"[""a""]",1,"[0.34689999998931853]",0,3,3,7,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1547","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.5,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Tisch","Tisch","ContChkTest","valid","a","top","nil","nonsalient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"[""a""]",1,"[0.36264999999502834]",0,4,4,3,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1548","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.35,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Stein","Stein","ContChkTest","valid","a","bottom","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"[""l""]",0,"[0.3985300000058487]",0,5,5,5,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1549","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.55,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Kreis","Kreis","ContChkTest","valid","l","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"[""a""]",0,"[0.44017000000144435]",0,6,6,0,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1550","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,0.4,"",0,"?","",NA,"",NA,NA,NA,NA,NA,"ContingencyChk","Stein","Stein","ContChkTest","valid","a","top","nil","salient",3,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"[""l""]",0,"[0.49225000001024455]",0,7,7,1,1,"",NA,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,NA
"1551","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"n",5.444065,0,0,0,0,1,"Hattest Du den Eindruck, dass manche Wörter fast immer mit einer geraden Ziffer erschienen? 
Drücke ""j"" für ""ja"" oder ""n"" für ""nein""","",NA,"",NA,"",NA,NA
"1552","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"n",3.039425,0,1,1,1,1,"Hattest Du den Eindruck, dass manche Wörter fast immer mit einer ungeraden Ziffer erschienen? 
Drücke ""j"" für ""ja"" oder ""n"" für ""nein""","",NA,"",NA,"",NA,NA
"1553","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"a",4.290935,0,2,2,2,1,"Welche Reaktion musstest Du meistens in Kombination mit dem Wort ""Tisch"" zeigen? 
Drücke  ""L"" für gerade und ""A"" für ungerade Taste","",NA,"",NA,"",NA,NA
"1554","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"l",0.86637,0,3,3,3,1,"Welche Reaktion musstest Du meistens in Kombination mit dem Wort ""Markt"" zeigen? 
Drücke  ""L"" für gerade und ""A"" für ungerade Taste","",NA,"",NA,"",NA,NA
"1555","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"l",0.49173,0,4,4,4,1,"Welche Reaktion musstest Du meistens in Kombination mit dem Wort ""Stein"" zeigen? 
 Drücke  ""L"" für gerade und ""A"" für ungerade Taste","",NA,"",NA,"",NA,NA
"1556","","",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,"","",6,"5aad4225811b2000016f6ed1","32","male","right","German","2020-10-20_12h20.18.528","Exp2_OvershadowingCLSRB","2020.1.3","Win32",60,NA,NA,NA,"Chrome",1920,1080,"",NA,NA,NA,NA,NA,NA,"",NA,NA,"",NA,"","",NA,"",NA,NA,NA,NA,NA,"","","","","","","","","",NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,"l",0.39826,0,5,5,5,1,"Welche Reaktion musstest Du meistens in Kombination mit dem Wort ""Kreis"" zeigen? 
Drücke  ""L"" für gerade und ""A"" für ungerade Taste","",NA,"",NA,"",NA,NA
